NumPoints = 25
-25.271220, -24.886550
-9.545055, -30.437225
-14.483820, -11.705915
-28.571452, -4.652115
-2.417870, -7.940530
4.282980, -19.370650
-20.596745, 10.612355
-8.330140, 5.221385
14.391715, -26.764185
11.017760, -8.784100
4.146740, 2.595775
-30.286607, 19.134180
-17.990245, 22.759750
-2.199080, 17.532645
23.309130, -9.902360
19.277635, 2.626390
30.343235, -31.285533
11.013990, 12.986805
-29.712573, 31.455905
32.172985, -18.764005
-1.501175, 31.054985
10.048415, 26.217490
23.617035, 16.042260
31.412290, 5.773235
24.679655, 29.246815
