NumPoints = 77
-19.949417, -19.587156
-14.010800, -19.880953
-17.277560, -13.494800
-13.924200, -15.778320
-9.921160, -15.484480
-16.166280, -9.582760
-8.456000, -19.508716
-11.414000, -10.178720
-16.971116, -5.591160
-5.730280, -15.415320
-3.540240, -19.355308
-6.532360, -9.218240
-19.426644, -2.152480
-12.954960, -2.954120
-9.254520, -4.832560
-3.175080, -11.924040
-0.088360, -15.877120
-4.943240, -5.359200
-17.311296, 1.300760
-1.274560, -7.773240
-9.593360, -0.056040
2.542040, -19.708215
-13.212280, 1.953200
2.699240, -12.520560
-5.499240, 0.164720
2.750840, -7.396240
-15.120320, 5.737080
-19.795608, 6.423400
-11.034800, 5.376160
1.365200, -2.867960
8.281720, -17.389044
-6.780600, 5.539280
-2.078920, 3.281400
8.309280, -11.282480
6.834440, -7.175760
-19.526684, 10.428800
-9.635800, 9.221920
2.433720, 3.040360
13.090000, -17.444884
12.469440, -13.123920
-16.191752, 13.191600
-12.165800, 12.731840
10.641280, -5.504760
-2.313120, 9.056200
8.897440, -1.881840
6.957240, 2.015720
-5.460080, 12.628120
5.018280, 6.423960
14.741840, -8.693040
-18.954488, 16.825600
17.407680, -16.072580
1.580200, 10.962680
-11.139000, 16.744440
10.958680, 2.049080
17.875280, -11.755600
9.064880, 5.879560
18.916840, -19.836269
14.140920, -0.881960
-14.548200, 19.204720
-6.950240, 18.296720
17.577640, -4.241600
-2.254400, 16.983120
19.879040, -7.586440
14.113720, 5.312320
7.066400, 13.139960
3.491280, 15.775960
11.292320, 9.797680
19.350080, -0.116320
18.451560, 4.004360
3.927960, 19.902600
10.670240, 15.840360
14.499920, 12.193240
8.269920, 19.147880
19.303320, 11.265080
14.720240, 17.185440
18.951240, 15.898640
18.603200, 19.901640
