NumPoints = 49
-13.658580, -14.786632
-9.937410, -12.502284
-13.286400, -9.112980
-4.684860, -12.068082
-8.460120, -5.941830
-14.091363, -3.484500
-5.269920, -8.216010
-4.760190, -4.299660
-9.107550, -0.660690
-1.541880, -6.784410
0.879360, -14.951838
-12.737367, 1.255770
1.847820, -9.343110
-5.046570, 0.480570
-1.667010, -1.546650
-14.511645, 4.829100
-9.717060, 4.799250
5.529570, -10.676310
4.451460, -5.335260
7.118160, -14.272815
-0.096660, 2.186730
-13.534671, 8.797740
-4.799910, 7.103520
4.240620, 0.896970
10.786290, -12.069843
-0.725910, 6.706410
10.201080, -7.994610
-7.293390, 10.378860
-11.171310, 12.248400
4.336200, 5.522250
11.077080, -3.378270
9.284310, 0.106110
14.147940, -14.575056
-14.676537, 14.576700
14.544360, -9.946980
-3.831120, 13.427310
8.626890, 4.420050
-7.575720, 14.918520
0.154920, 12.282510
14.818500, -4.999890
7.339230, 8.370000
4.281870, 11.045610
14.447580, -0.659910
12.767700, 4.126110
11.420880, 9.095640
5.581200, 14.964840
9.752910, 12.946530
14.949660, 7.394010
14.883240, 13.710330
