NumPoints = 25
-17.495460, -17.229150
-6.608115, -21.071925
-10.027260, -8.104095
-19.780236, -3.220695
-1.673910, -5.497290
2.965140, -13.410450
-14.259285, 7.347015
-5.767020, 3.614805
9.963495, -18.529052
7.627680, -6.081300
2.870820, 1.797075
-20.967651, 13.246740
-12.454785, 15.756750
-1.522440, 12.137985
16.137090, -6.855480
13.346055, 1.818270
21.006855, -21.659215
7.625070, 8.990865
-20.570242, 21.777165
22.273605, -12.990465
-1.039275, 21.499605
6.956595, 18.150570
16.350255, 11.106180
21.746970, 3.996855
17.085915, 20.247795
