NumPoints = 25
-23.327280, -22.972200
-8.810820, -28.095900
-13.369680, -10.805460
-26.373648, -4.294260
-2.231880, -7.329720
3.953520, -17.880600
-19.012380, 9.796020
-7.689360, 4.819740
13.284660, -24.705402
10.170240, -8.108400
3.827760, 2.396100
-27.956868, 17.662320
-16.606380, 21.009000
-2.029920, 16.183980
21.516120, -9.140640
17.794740, 2.424360
28.009140, -28.878954
10.166760, 11.987820
-27.426990, 29.036220
29.698140, -17.320620
-1.385700, 28.666140
9.275460, 24.200760
21.800340, 14.808240
28.995960, 5.329140
22.781220, 26.997060
